53622.321171 20.966 0.087
53634.270642 20.057 0.054
53636.276175 19.957 0.041
53638.311976 19.977 0.028
53655.248182 19.731 0.047
53664.273139 19.759 0.031
53666.236743 19.725 0.025
53669.232382 19.725 0.023
53671.317154 19.783 0.033
53674.216618 19.822 0.028
53676.306097 19.768 0.025
53679.277988 19.844 0.037
53681.2695 19.864 0.027
53685.228551 19.996 0.067
53694.24243 19.862 0.069
53697.226524 20.044 0.032
53700.225482 20.071 0.034
53705.212152 20.054 0.032
54028.247187 22.513 0.253
54037.231635 21.983 0.163
54049.272583 21.553 0.184
54062.23774 21.359 0.178
54362.325846 21.942 0.174
54387.32436 22.09 0.218
