53622.323671 20.785 0.043
53634.273142 19.734 0.042
53636.278675 19.663 0.026
53638.314476 19.624 0.015
53655.250682 19.386 0.021
53664.275639 19.487 0.022
53666.239243 19.452 0.014
53669.234882 19.506 0.012
53671.319654 19.524 0.016
53674.219118 19.618 0.014
53676.308597 19.663 0.015
53679.280488 19.615 0.016
53681.272 19.69 0.015
53685.231051 19.943 0.069
53697.229024 20.077 0.023
53700.227982 20.32 0.025
53705.214652 20.468 0.028
54028.249687 22.924 0.144
54037.234135 23.27 0.198
54049.275083 23.041 0.651
54062.24024 23.239 0.399
54362.328346 23.598 0.347
54387.32686 22.745 0.168
