51819.360559 19.808 0.021
52558.32583 19.681 0.025
52577.213331 19.801 0.02
52586.216809 19.839 0.023
52910.297291 19.807 0.018
52931.227492 19.811 0.021
52935.224456 19.81 0.02
52959.167785 19.748 0.017
52963.147528 19.8 0.018
53352.118593 19.837 0.02
53634.276367 19.887 0.043
53638.317702 19.933 0.022
53655.253907 19.934 0.035
53664.278864 19.721 0.031
53666.242468 19.826 0.022
53671.322878 19.855 0.027
53674.222343 19.812 0.021
53676.31182 19.786 0.021
53679.283712 19.858 0.031
53681.275224 19.758 0.021
53685.234276 19.781 0.056
53697.232249 19.93 0.03
53700.231207 19.884 0.025
53705.217878 19.839 0.021
53975.302887 19.77 0.037
53990.315686 19.774 0.036
53994.325874 19.77 0.035
53996.309662 19.883 0.042
54005.30851 19.749 0.025
54010.263715 19.739 0.03
54012.256579 19.731 0.038
54028.252923 19.81 0.042
54030.256117 19.787 0.034
54037.237337 19.83 0.04
54040.251857 19.872 0.048
54053.242601 19.839 0.041
54068.224024 19.869 0.052
54357.281759 19.848 0.037
54382.311794 19.773 0.039
54385.329582 19.836 0.035
54387.330103 19.842 0.041
54392.324813 19.855 0.039
54402.323295 19.935 0.054
