51081.286168 16.099 0.008
51819.357234 16.122 0.008
52558.322451 16.076 0.007
52577.209952 16.103 0.007
52586.21343 16.09 0.007
52910.293911 16.099 0.007
52931.224112 16.104 0.007
52935.221076 16.098 0.007
52959.164404 16.092 0.007
52963.144149 16.094 0.007
53313.214276 16.146 0.007
53352.115214 16.108 0.007
53622.323516 16.138 0.009
53634.272986 16.13 0.008
53636.27852 16.099 0.008
53638.314321 16.109 0.007
53655.250527 16.133 0.008
53664.275484 16.092 0.008
53666.239088 16.102 0.007
53669.234726 16.089 0.007
53671.319501 16.083 0.008
53674.218962 16.101 0.007
53676.308444 16.101 0.007
53679.280334 16.097 0.007
53681.271847 16.086 0.012
53697.22887 16.096 0.008
53700.227829 16.097 0.008
53705.214498 16.098 0.007
53975.299495 16.083 0.016
53993.367302 16.107 0.014
53994.322485 16.09 0.024
53996.306234 16.076 0.014
54005.305104 16.109 0.018
54010.260404 16.093 0.015
54012.253184 16.081 0.014
54020.259303 16.099 0.016
54024.340815 16.511 0.025
54028.249536 16.093 0.013
54030.252728 16.123 0.015
54035.328509 16.099 0.019
54037.234013 16.077 0.016
54040.248447 16.081 0.012
54047.279012 16.093 0.025
54049.275001 16.086 0.014
54053.239219 16.077 0.023
54056.24101 16.085 0.018
54059.235365 16.086 0.043
54062.240074 16.115 0.034
54068.220756 16.101 0.014
54357.278392 16.102 0.022
54382.308452 16.116 0.012
54385.32629 16.094 0.016
54387.326699 16.09 0.015
54392.321473 16.094 0.016
54402.319952 16.081 0.018
