51075.311382 19.58 0.118
52196.311889 19.723 0.093
52197.324996 19.643 0.097
52225.17519 19.612 0.13
52231.210973 19.66 0.078
52253.197143 19.531 0.122
52557.318974 19.669 0.097
52578.215059 19.654 0.097
52908.293541 19.589 0.099
52911.307327 19.546 0.107
52930.1847 19.483 0.109
52934.225442 19.775 0.13
52936.221369 19.523 0.073
52962.14689 19.604 0.095
53270.285422 19.606 0.082
53272.335371 19.682 0.096
53286.30409 19.573 0.12
53288.262581 19.6 0.115
53294.310256 19.674 0.108
53302.25825 19.629 0.103
53312.213863 19.662 0.111
53314.214978 19.504 0.092
53616.319341 19.628 0.139
53626.295766 19.547 0.094
53628.280631 19.525 0.101
53637.282247 19.597 0.138
53639.327624 19.667 0.089
53654.309317 19.677 0.093
53663.27022 19.559 0.068
53666.340322 19.496 0.089
53668.25982 19.522 0.133
53670.264673 19.518 0.084
53673.232658 19.452 0.072
53675.229546 19.56 0.089
53677.250577 19.542 0.07
53680.237242 19.57 0.081
53693.23914 19.53 0.081
53698.23653 19.413 0.08
53704.222464 19.588 0.104
53974.315181 19.511 0.07
53989.318716 19.553 0.08
54000.293998 19.688 0.109
54007.344123 19.654 0.08
54009.267865 19.625 0.087
54011.332345 19.681 0.077
54019.282588 19.698 0.08
54025.331356 19.549 0.103
54029.261739 19.578 0.118
54348.329141 19.479 0.076
54358.284933 19.703 0.132
54359.278955 19.962 0.298
54365.31799 19.599 0.07
54381.337616 19.605 0.083
54386.329891 19.668 0.097
54388.334171 19.501 0.073
54404.305521 19.553 0.073
54405.303454 19.472 0.069
54406.241762 19.599 0.07
54412.244743 19.487 0.097
