51075.308882 19.352 0.015
52196.309389 19.401 0.014
52197.322496 19.409 0.014
52225.17269 19.438 0.016
52231.208473 19.397 0.014
52253.194643 19.429 0.022
52557.316474 19.377 0.015
52578.212559 19.36 0.015
52908.291041 19.396 0.015
52911.304827 19.435 0.02
52930.1822 19.435 0.016
52934.222942 19.431 0.017
52936.218869 19.409 0.015
52962.14439 19.423 0.015
53270.282922 19.425 0.018
53272.332871 19.392 0.017
53286.30159 19.396 0.019
53288.260081 19.429 0.016
53294.307756 19.43 0.016
53302.25575 19.45 0.024
53312.211363 19.436 0.027
53314.212478 19.428 0.016
53623.307054 19.324 0.016
53626.293266 19.373 0.016
53628.278131 19.333 0.021
53637.279747 19.337 0.022
53639.325124 19.349 0.015
53654.306817 19.338 0.014
53663.26772 19.359 0.017
53666.337822 19.349 0.019
53668.25732 19.313 0.02
53670.262173 19.343 0.015
53673.230158 19.367 0.014
53675.227046 19.38 0.016
53677.248077 19.384 0.014
53680.234742 19.346 0.014
53693.23664 19.348 0.02
53698.23403 19.406 0.019
53704.219964 19.372 0.016
53974.312681 19.439 0.019
53989.316216 19.432 0.028
54000.291498 19.417 0.018
54007.341623 19.415 0.019
54009.265365 19.43 0.018
54011.329845 19.435 0.02
54019.280088 19.413 0.017
54025.328856 19.416 0.023
54029.259239 19.433 0.025
54348.326641 19.265 0.019
54359.276455 19.288 0.031
54365.31549 19.312 0.022
54381.335116 19.343 0.02
54386.327391 19.298 0.018
54388.331671 19.293 0.021
54403.245416 19.268 0.028
54404.303021 19.32 0.017
54405.300954 19.28 0.017
54406.239262 19.317 0.016
54412.242243 19.297 0.022
