51075.304372 19.269 0.015
52196.304873 19.749 0.025
52197.317981 20.201 0.037
52225.168178 20.848 0.053
52231.203964 19.778 0.024
52253.190135 19.541 0.024
52557.311966 19.68 0.025
52578.20805 20.869 0.044
52908.286531 25.13 0.955
52911.30032 19.88 0.03
52930.177691 25.139 0.999
52934.218433 20.025 0.034
52936.214359 19.848 0.026
52962.139881 20.452 0.04
53272.328363 19.699 0.026
53286.297082 19.965 0.028
53288.255571 20.018 0.028
53294.303247 25.156 0.994
53302.251241 19.972 0.043
53314.20797 21.967 0.14
53616.312333 20.184 0.076
53623.302544 19.703 0.025
53626.288757 19.632 0.024
53628.273622 19.893 0.046
53639.320615 20.166 0.034
53654.302309 20.012 0.028
53656.249902 19.982 0.051
53663.263211 20.349 0.049
53670.257664 19.773 0.027
53673.225649 20.116 0.031
53675.222537 19.535 0.021
53677.243568 20.462 0.039
53680.230234 21.636 0.122
53693.232132 20.08 0.044
53698.229523 20.05 0.045
53704.215456 20.257 0.038
54358.277988 19.699 0.876
