51819.361392 19.914 0.035
52558.326663 19.638 0.029
52577.214164 19.771 0.032
52586.217642 19.722 0.033
52910.298124 19.775 0.026
52931.228325 19.762 0.031
52935.225289 19.682 0.028
52959.168618 19.909 0.026
52963.148361 19.697 0.025
53352.119426 19.758 0.029
53634.2772 19.93 0.055
53638.318535 19.786 0.028
53655.25474 19.766 0.04
53664.279697 19.73 0.04
53666.243301 19.607 0.027
53671.323711 19.766 0.036
53674.223176 19.817 0.031
53676.312653 19.729 0.025
53679.284545 19.834 0.042
53681.276057 19.764 0.032
53685.235109 19.731 0.059
53697.233082 19.684 0.026
53700.23204 19.829 0.035
53705.218711 19.733 0.027
53975.30372 19.82 0.051
53990.31652 19.748 0.051
53994.326707 19.674 0.039
53996.310495 19.751 0.052
54005.309343 19.741 0.042
54010.264549 19.657 0.041
54012.257413 19.656 0.048
54028.253756 19.699 0.048
54030.25695 19.737 0.044
54037.238171 19.732 0.049
54040.252691 19.835 0.056
54053.243435 19.752 0.051
54068.224858 19.794 0.068
54357.282593 19.732 0.045
54362.332578 19.86 0.064
54382.312628 19.729 0.054
54385.330416 19.654 0.039
54387.330936 19.832 0.059
54392.325647 19.792 0.057
54402.324128 19.661 0.046
