51081.28535 20.891 0.12
51819.356508 21.001 0.098
52558.321788 20.958 0.113
52577.209289 20.97 0.078
52586.212767 20.909 0.077
52910.293249 20.928 0.072
52931.22345 20.923 0.089
52935.220414 20.914 0.081
52959.163742 20.883 0.067
52963.143487 20.933 0.064
53352.114551 20.797 0.069
53622.322854 21.095 0.136
53634.272325 20.728 0.244
53636.277859 21.022 0.243
53638.313659 20.707 0.083
53669.234064 20.921 0.074
53671.318837 20.724 0.13
53674.2183 20.975 0.101
53676.307779 20.941 0.111
53679.27967 20.949 0.12
53681.271183 20.776 0.093
53697.228206 20.697 0.102
53700.227165 20.968 0.121
53705.213835 20.97 0.107
53975.298847 20.864 0.088
53993.366723 20.888 0.086
53994.321833 21.066 0.081
53996.305683 20.868 0.078
54005.304508 21.137 0.08
54010.259678 20.544 0.076
54028.248883 20.956 0.09
54030.252136 20.782 0.065
54037.233358 20.988 0.085
54053.238614 20.799 0.078
54056.240256 21.227 0.165
54068.220003 20.982 0.249
54357.277722 20.855 0.075
54382.307731 20.969 0.12
54385.325534 20.883 0.116
54387.326125 20.916 0.108
54392.320779 20.991 0.112
54402.319223 20.858 0.214
