53634.271476 19.891 0.119
53636.277009 19.71 0.074
53638.31281 19.691 0.044
53655.249016 19.75 0.095
53664.273973 19.864 0.076
53666.237577 19.844 0.049
53669.233216 19.952 0.046
53671.317988 20.042 0.078
53674.217452 20.155 0.061
53676.306931 20.362 0.085
53679.278822 20.249 0.08
53681.270334 20.243 0.065
53685.229385 20.434 0.21
53694.243264 20.239 0.236
53697.227358 21.134 0.159
53700.226316 21.554 0.218
53705.212986 21.948 0.295
54028.248021 22.968 0.606
54049.273416 22.242 0.794
54062.238573 22.795 0.861
