51075.29917 16.009 0.004
52196.299808 15.85 0.005
52197.312804 15.764 0.004
52225.162979 15.891 0.005
52231.198763 15.926 0.006
52557.306765 15.782 0.004
52578.202849 15.869 0.005
52908.281331 15.842 0.004
52930.17249 15.799 0.004
52936.209158 15.852 0.005
53272.323163 15.868 0.004
53286.291882 15.859 0.004
53288.250371 15.808 0.004
53302.24604 15.843 0.005
53314.202769 15.846 0.004
53623.297343 15.901 0.004
53626.283558 15.88 0.005
53628.268422 15.923 0.004
53639.315415 15.888 0.005
53654.297107 15.941 0.005
53656.244702 15.802 0.004
53663.25801 15.906 0.006
53670.252464 15.87 0.004
53673.220448 15.856 0.004
53675.217336 15.996 0.004
53677.238367 15.916 0.005
53680.225033 15.833 0.004
53693.226931 15.919 0.004
53698.224321 15.858 0.004
53704.210254 15.901 0.004
53974.302928 15.937 0.026
53989.306342 15.893 0.023
53997.401944 15.971 0.021
54007.331889 15.93 0.023
54009.255648 15.945 0.025
54011.320128 15.953 0.029
54019.270369 15.912 0.022
54348.316909 15.883 0.025
54365.305803 15.888 0.027
54381.325349 16.002 0.029
54386.317658 15.945 0.024
54388.321943 15.913 0.027
54403.235755 15.951 0.022
54404.293356 16.052 0.029
54405.291289 15.925 0.025
54406.229561 15.893 0.028
