53622.320338 20.815 0.052
53634.269809 19.902 0.043
53636.275342 19.801 0.03
53638.311143 19.796 0.02
53640.275179 19.71 0.026
53655.247349 19.567 0.033
53664.272306 19.59 0.024
53666.23591 19.538 0.017
53669.231549 19.592 0.016
53671.316321 19.542 0.021
53674.215785 19.621 0.019
53676.305264 19.623 0.017
53679.277155 19.579 0.024
53681.268667 19.659 0.02
53685.227718 19.719 0.051
53694.241597 19.747 0.048
53697.225691 19.853 0.026
53700.224649 19.901 0.023
53705.211319 20.02 0.025
54028.246354 22.102 0.13
54037.230802 22.333 0.167
54049.27175 22.081 0.266
54062.236907 21.743 0.144
54387.323527 22.664 0.173
