51081.286183 19.675 0.116
51819.357341 19.571 0.074
52558.322621 19.604 0.072
52577.210122 19.577 0.075
52586.2136 19.473 0.081
52910.294082 19.635 0.068
52931.224283 19.654 0.079
52935.221247 19.627 0.075
52959.164575 19.722 0.063
52963.14432 19.62 0.056
53352.115384 20.026 0.105
53622.323687 19.439 0.102
53634.273158 19.589 0.109
53636.278692 19.582 0.093
53638.314492 19.66 0.069
53666.239259 19.665 0.076
53669.234897 19.771 0.075
53671.31967 19.565 0.089
53674.219133 19.678 0.078
53676.308612 19.712 0.073
53679.280503 19.614 0.097
53681.272016 19.613 0.07
53685.231066 19.686 0.144
53697.229039 19.522 0.075
53700.227998 19.725 0.092
53705.214668 19.598 0.063
53975.29968 19.782 0.095
53993.367557 19.82 0.17
53994.322667 19.537 0.063
53996.306517 19.624 0.099
54005.305341 19.577 0.073
54010.260511 19.599 0.06
54012.253434 19.604 0.069
54028.249717 19.615 0.072
54030.252969 19.624 0.061
54037.234192 19.723 0.072
54049.275081 19.509 0.108
54053.239447 19.654 0.078
54056.24109 19.821 0.116
54068.220836 19.387 0.081
54357.278555 19.594 0.085
54362.328387 19.404 0.091
54382.308565 19.769 0.116
54385.326367 19.599 0.061
54387.326959 19.75 0.127
54392.321612 19.548 0.085
54402.320056 19.593 0.077
