51819.358548 19.72 0.105
52558.323833 19.489 0.075
52577.211333 19.574 0.086
52586.214812 19.356 0.087
52910.295294 19.737 0.09
52931.225496 19.601 0.087
52935.222458 19.499 0.085
52959.165787 19.569 0.066
53352.116596 19.557 0.085
53622.3249 19.486 0.111
53634.27437 19.326 0.094
53638.315707 19.407 0.069
53655.25191 19.364 0.11
53664.276867 19.387 0.083
53666.240471 19.361 0.07
53669.23611 19.423 0.07
53671.320882 19.377 0.087
53674.220346 19.43 0.074
53676.309824 19.422 0.065
53679.281716 19.386 0.094
53681.273227 19.369 0.066
53685.232278 19.574 0.14
53694.246157 19.358 0.15
53697.230252 19.491 0.077
53700.22921 19.404 0.075
53705.215881 19.387 0.063
53975.300892 19.321 0.08
53994.323878 19.34 0.064
53996.307608 19.38 0.066
54005.306477 19.382 0.069
54010.261723 19.382 0.063
54012.254569 19.447 0.075
54024.34215 19.386 0.099
54028.250951 19.498 0.081
54030.254128 19.305 0.059
54035.329876 19.186 0.116
54037.235383 19.399 0.069
54040.249838 19.382 0.074
54049.276281 19.151 0.081
54053.240623 19.356 0.065
54056.242275 19.428 0.077
54062.241493 19.371 0.083
54068.222039 19.355 0.077
54357.279786 19.268 0.07
54382.309787 19.687 0.111
54385.327586 19.409 0.056
54387.328093 19.525 0.088
54392.322806 19.401 0.067
54402.32129 19.664 0.092
