ra,dec
341.04317,0.618527
323.51813,0.641097
330.52408,0.758026
325.96069,0.8143393
355.95067,1.23137
326.2227,-1.18738
338.20358,-0.426001
319.97672,1.229445
311.19351,-0.913792
317.54688,-0.23481
355.72635,-0.874744
332.76164,0.63756221
335.35764,-0.53627556
355.43509,-0.418953
336.43603,-0.50249352
355.67876,0.432596
321.51232,0.98889241
317.60377,-0.860995
315.95708,-0.711249
326.5714,0.897549
323.17023,1.096223
316.1159,0.235393
341.46349,0.080297
358.85461,-0.33649031
353.43315,-0.25056935
317.53427,-0.33281
352.90384,1.0451719
340.31592,-0.483651
324.31516,-0.415014
310.59057,-0.763484
310.24778,-0.445898
337.72385,-0.70550889
351.95221,-1.039457
334.93924,-0.59135641
318.79676,-0.30799327
321.30069,1.198529
352.28193,-0.34464778
311.97266,-0.42219117
326.7123,0.97482727
328.19745,1.138662
344.53879,0.871227
342.15057,-1.0221004
344.50026,0.35684523
352.5269,0.55536203
336.6902,1.0167006
329.51824,0.32950735
323.62054,-1.125632
354.93649,0.29563432
313.50094,0.87060617
321.10812,-0.87355053
319.79762,-0.83026855
335.89638,-0.42834061
336.17348,-0.62044722
350.27711,1.008314
325.70334,0.375019
318.49581,0.10291779
328.77583,0.283966
330.47595,0.205138
351.52118,-0.425116
324.7023,-0.878388
320.30182,-0.351096
359.28222,-0.16209571
356.47969,0.83992441
341.7504,0.097758
316.47263,-0.644608
329.26512,0.38514505
319.90079,0.104425
342.0865,-0.669348
335.9656,0.82459771
353.8596,-0.70376971
322.18527,0.29395401
317.7154,-0.373255
328.14095,0.86389488
330.01468,1.2516
333.08474,-0.93890362
336.38184,1.1270151
330.12921,0.282542
327.61478,-1.242705
333.05295,-0.47208771
343.45308,-0.30107017
328.10856,0.97631237
358.94455,-0.131972
354.77577,0.012201
326.28977,0.79204538
352.68724,0.14482084
356.39721,-0.38850154
334.89865,0.63389056
334.584,-0.36375656
319.60879,-0.349202
334.81403,1.0775388
328.51042,0.29567097
329.42245,0.035343056
322.62857,-0.81843108
353.32437,0.2988127
336.67902,-0.853611
325.87615,0.061767
311.10342,0.277411
329.23397,0.21551643
335.72514,-0.73342101
309.55446,0.010057
322.37514,-0.124725
320.90155,1.096762
342.28264,-1.1346938
354.1838,-0.23592805
318.59503,1.0802431
341.22962,-0.859272
355.13297,0.506783
348.49646,0.30293
317.99351,0.65847707
335.99693,-0.24781652
326.11582,0.67293198
316.04631,0.291655
357.98821,1.1249213
357.18779,-0.10464
324.39503,-0.35166131
334.54031,0.34941938
314.62717,-0.24587038
359.90429,0.43068929
327.41636,-0.416878
324.99101,-0.440441
358.30334,-0.82319314
327.48859,0.099944957
335.95911,-0.038895645
359.57806,-0.77899
324.75814,-0.244868
346.77345,0.23515643
354.00781,-1.0045513
337.46466,0.53725283
316.05393,0.739645
357.52982,0.77522981
355.13147,0.519877
329.08124,0.92698922
322.61027,0.067809
318.77638,0.73509669
311.68169,-0.07401
354.41098,-0.388103
334.88317,-0.37176556
317.49227,0.657708
351.10516,-1.031245
356.64766,-0.068401
333.12723,-0.45597814
320.78772,-0.316431
322.727,0.877928
331.52426,1.0687086
336.46797,1.0731278
341.75322,-0.109816
328.43887,0.279566
316.31658,0.506694
311.18493,0.32069
320.30908,0.415264
355.48487,0.276001
316.17408,1.004073
356.9809,0.77425915
342.07842,-0.7238004
340.03931,0.751759
349.48154,0.76048015
340.54483,0.81116
332.93221,0.71042511
332.08249,1.0851366
319.47626,-0.282196
336.83327,-0.014551109
353.15985,0.507491
331.12558,0.989063
311.80811,0.285399
328.47359,0.345474
356.06667,0.132763
334.87102,0.91037989
339.64325,1.097723
348.52094,-0.30933054
326.20376,0.35722898
311.80466,-1.243246
358.82581,-0.704912
328.30731,0.316474
324.12768,-0.7898
333.51047,0.618547
318.64327,0.8750866
341.34948,1.132701
309.93383,0.413104
330.47289,-1.1451228
338.48379,-0.91733595
326.54211,-0.275361
336.29605,-0.87596902
355.95718,-0.645175
341.55961,0.354036
319.32623,0.701626
341.05364,0.079447
354.75061,0.016336
335.80412,0.71406183
352.58206,-0.17270792
311.3441,0.060181882
341.53574,-0.738423
334.99384,-0.79985924
333.67693,-1.0768346
342.35603,0.059678509
313.41074,-0.082383
341.53945,-1.198535
356.55442,0.789378
340.14038,0.88523
310.00565,-0.323809
331.82791,-0.17934
340.64792,-0.118113
311.52021,0.421063
323.04908,-0.79364136
353.23923,-1.047427
351.86941,0.90274756
353.14032,0.697116
336.48383,-0.9866748
316.00704,-1.006093
354.879,-0.157739
342.3836,-0.014752
312.69307,1.1556385
324.36395,-0.95325895
318.26131,-1.0373742
317.14437,0.937931
350.41988,-0.91857026
340.32994,0.22582931
322.25361,-0.748122
340.93377,0.3083822
315.69529,0.05596
357.20017,0.034283
343.24046,-0.58657261
329.53259,0.88920237
333.08964,-0.16588502
310.55662,0.198375
358.34062,-0.82334387
341.90252,0.527669
319.02429,0.098614
331.51553,0.943401
322.78561,-0.363589
312.15817,-0.62028533
337.3157,0.832381
352.9086,1.1524253
336.65958,0.3363249
311.21017,0.51934
358.29826,0.26014566
346.32491,0.14497389
327.2225,0.19231
336.7412,0.35887066
319.00037,-0.193623
352.73746,-0.0040793602
349.11182,-1.218468
316.27053,-0.532371
343.75287,-0.14575691
350.41696,0.811864
327.83119,0.108055
329.19494,1.137959
343.31489,-0.81033103
358.49273,0.88953141
326.83564,0.5843
335.36652,1.0639781
351.35395,0.16867415
318.05844,-0.75354
352.09404,0.049884421
349.7368,0.72048829
355.70489,-1.142799
356.7004,1.07368
343.61236,-0.025448639
310.31112,-0.155553
339.04194,-0.65576499
322.6777,-0.63336708
325.61191,0.096201634
310.10422,0.589876
326.19995,0.533924
355.24048,-0.975084
329.05471,-0.531088
333.71512,0.224089
357.0265,-0.305492
316.87473,0.028364
330.12642,-1.2476934
328.50169,1.16394
329.97597,0.69792747
322.20062,0.95702571
336.53758,-0.0067414759
343.71674,0.52352526
355.74887,1.127621
356.83206,0.482364
348.37412,-1.1305774
311.31993,0.442684
314.01446,-0.695741
311.80727,0.915766
356.25723,0.72240704
322.96608,-0.727903
325.02762,1.256314
358.95633,0.8881762
350.00834,0.69872928
328.63362,0.389466
328.22009,-0.521543
323.19608,-0.81956506
319.83068,0.39652255
317.26039,-0.431858
333.00781,-0.770541
341.40311,0.635404
332.53079,-0.44903445
323.23295,-0.779389
329.23833,0.15658013
326.63441,-0.46321613
354.32494,-0.051186029
327.71221,0.57404788
343.75493,-0.200581
318.12599,-0.913358
312.02778,0.791367
356.40196,-1.034698
329.4072,-0.805155
341.26553,-0.165595
356.20743,0.026815
321.40277,0.178829
316.97832,1.055717
317.20879,0.183747
342.2144,0.69841
312.12299,0.356039
332.04647,-0.3360551
343.0092,0.92131894
317.9182,-0.75651
325.78237,0.43285
328.3081,1.082547
343.60327,-0.65940085
313.91043,-0.945676
329.40382,1.009112
333.93296,-1.0664836
316.113,0.36069
310.95691,0.091055
351.92581,1.070953
311.30514,0.191394
335.61973,0.62410355
334.8125,-0.097363005
348.95422,1.246376
335.81717,-0.364482
331.56959,0.80349053
332.95135,-1.1708026
328.82192,0.284192
329.78623,1.2024592
316.71173,0.688414
322.86404,-0.210932
354.99878,-0.642123
358.50858,0.357873
314.50043,0.959993
327.99926,9.1724135E-05
355.18673,1.161221
327.01987,0.386392
356.8653,0.144968
325.26803,1.081803
331.47182,0.466858
335.94499,0.30355933
323.14728,0.026557
309.94947,0.604947
323.14713,-0.953468
325.3588,0.832263
343.82908,-0.21765404
348.68158,1.2176894
344.36793,-0.15873389
330.65253,1.1377989
354.66532,-1.0879914
355.78263,0.542804
341.59425,-0.513709
338.09267,0.4475215
323.88584,-1.1327558
344.8378,-0.82372099
343.72249,-1.2528574
336.51248,0.97454523
340.81085,1.179877
341.28294,0.039524
332.82199,-0.50415978
334.88596,-0.60244037
349.19425,-1.0707056
345.66344,0.57732108
332.12445,0.672667
324.50436,0.530011
327.8042,1.014942
324.26275,-0.515823
342.43015,-0.07849856
352.23746,0.930484
340.86424,0.863887
351.55869,0.191439
352.31245,0.08414
326.15751,-1.234551
336.65637,0.02131868
334.49611,0.029305756
333.02217,0.06048811
335.08598,0.099269413
323.64532,-1.025619
334.21858,0.1140943
341.65956,0.872575
353.3947,-0.36525517
319.37255,0.071524951
358.41159,-0.78165338
313.80185,-0.00757
354.28766,0.87402464
336.95714,-0.06206013
348.00491,0.481053
328.00477,1.1818764
359.16214,1.102583
314.90482,-0.365472
359.9539,-0.71499104
310.77806,0.603916
327.26633,1.2411071
337.64679,-0.68920691
336.65406,-0.7255586
352.11829,-0.004583
313.21952,1.1609274
340.2091,-0.933884
321.55778,-0.19367618
356.51901,-0.903158
332.67714,-0.48122143
328.12986,1.231013
326.41904,0.479343
327.64144,0.48353886
330.51087,0.008041994
351.8788,0.6184685
340.51301,-0.26172865
333.25838,1.1836283
317.5773,0.357689
323.16788,-0.34762
338.76951,-0.91842143
334.85608,0.07774449
345.27877,-0.93012898
313.75278,0.42828149
328.335,0.7790317
342.81524,1.1150987
322.32648,0.15611219
331.63416,-1.215113
320.40018,0.273898
344.31548,-0.19952288
328.3101,-0.82386401
356.13624,-0.46775944
346.39429,-0.73860949
317.44822,0.513957
342.44304,-0.54921108
334.88802,-1.0576768
310.18988,0.0077898931
338.92138,-0.1821872
337.31625,0.60873783
312.4082,-0.48577308
322.76994,-0.62824
318.00946,-1.05612
354.80521,0.40963194
347.90224,-0.1740589
333.00554,-0.05730241
318.62839,0.86787848
354.33632,-0.99701351
328.47762,0.233975
319.42671,0.68565171
317.38488,1.0949536
344.66243,-0.68605079
327.88864,-0.637245
325.01026,0.620583
353.95509,0.69574472
353.42532,-0.22214284
336.5291,-0.43887547
320.4433,-0.757337
324.53451,1.130152
328.71164,1.064454
329.6261,-0.379539
329.23187,1.198238
342.48717,-0.93244048
343.84832,0.15487193
352.93975,-0.49588676
335.22972,1.2455204
340.82747,-0.50526
342.67435,1.021803
352.73962,0.867142
316.20654,-0.225472
346.49876,0.83226713
352.76183,0.89572612
320.74034,0.32499776
340.48926,-1.209522
326.38347,0.110408
355.81631,-0.645999
341.71139,0.70047
309.35875,-0.068665015
317.14102,-1.025424
317.35419,-0.583757
322.61581,-0.453948
309.90792,0.220444
340.18905,0.20296
343.82991,-0.021310436
335.30394,-0.19359928
345.77841,-1.1667538
323.59578,0.538795
317.25875,-1.134327
316.24855,-0.267276
321.20154,0.53665447
329.45902,0.922509
357.1637,1.055665
345.79424,-0.59701944
321.34323,0.324995
323.49606,0.235911
355.00154,0.82133654
350.92777,-0.49272806
339.83402,-0.202724
340.43091,0.342188
356.05772,0.438841
344.09684,0.97916329
317.98979,0.639751
346.80318,-0.3451933
336.50525,-0.52361447
325.87369,0.5462015
342.25546,-0.72114974
341.74025,0.829793
341.56157,-0.134002
317.02226,0.739801
328.8366,1.246503
325.29001,-0.99993
336.17848,-0.24690098
325.06726,0.696726
336.15781,0.34005194
339.77577,0.41277
314.65495,-1.1724686
354.74404,0.59092278
336.73814,-0.19022027
344.2402,0.044404522
342.90968,-0.31393089
353.66518,1.2543657
356.45868,1.031773
334.2678,-0.036230515
323.51765,-0.751814
332.17202,-0.6357242
340.71085,-0.440099
341.25481,0.602111
323.68761,0.00617
328.23141,-1.117296
353.83316,-0.62153691
335.19324,0.62326654
334.46152,0.32764266
314.33813,0.59826642
343.67427,-0.29398994
340.1416,1.031905
315.20096,0.817698
355.12445,0.298371
310.94438,0.708365
350.84796,0.864417
326.78484,0.58199007
329.20297,0.60575043
324.7741,0.633873
333.29538,1.1220288
324.79295,-0.105868
331.60971,0.188552
336.91918,0.22705883
353.65923,-1.2080333
333.79474,-0.809223
357.57101,0.476922
356.43527,0.967376
337.289,-0.87540805
340.16027,-0.074019
325.15868,-0.796396
325.06554,-1.245395
322.51348,0.78283413
359.1562,1.1992387
312.60617,0.066448
310.79151,-0.728688
334.75916,-0.93409977
340.30563,-0.067707
348.61157,0.478467
317.60302,-0.274677
325.26974,0.96767637
334.64137,-0.41278977
323.00171,-1.235485
334.3049,0.38746141
318.6051,1.25021
357.14896,-0.507288
334.87016,-0.550789
323.83431,-1.0740413
328.48981,0.826692
334.84934,-0.95870918
353.32211,-0.048524
336.52426,0.46044118
332.83341,-0.279205
324.52862,0.682169
324.81302,1.168372
357.32419,-0.75561393
316.94035,-1.213791
343.503,-0.13356922
357.73524,0.54840195
323.2082,-0.955443
332.74331,0.68978263
325.42441,-0.580975
316.89399,1.25285
326.3201,-0.071446
336.23187,-0.61682083
322.94654,0.244134
318.80588,0.565073
333.2426,-0.31158322
359.63226,-1.0020925
334.9011,-0.46650614
324.47553,-0.558951
333.07502,-0.87022617
326.81574,-0.313086
333.91788,1.171055
329.17871,-0.202502
342.52276,1.0316016
335.23326,-1.0929561
340.73021,0.820919
310.09354,0.74610096
343.08999,0.76726672
343.83872,-0.50785752
325.26009,1.2589062
310.74989,0.37404607
311.52023,0.111179
320.62214,0.07145421
348.71338,0.031812123
339.74829,-0.70263
323.55413,-0.66003991
338.84612,-0.58935263
336.46372,0.37156703
312.22599,-0.488469
341.14298,-0.351223
357.65288,0.80504073
324.16605,0.649018
355.61348,0.639011
325.42309,0.48264945
322.43615,0.518312
323.72311,0.41243556
335.0158,0.58465007
334.73514,0.55393587
339.01419,-0.082874177
334.84939,-0.13743228
353.23901,0.94277577
314.4126,-0.176986
332.35737,0.77701071
324.27037,0.99903278
335.86234,0.37948209
346.13448,-0.30203857
324.55398,-0.469977
328.27629,0.923545
318.24935,-0.98325299
352.50903,0.087964
355.76894,-0.226676
347.3661,0.25434164
331.16516,-0.349353
341.66577,0.040475
336.48771,-0.020444297
330.90314,-0.771193
329.18613,0.53139615
336.20045,1.0409524
317.68777,0.100694
336.34377,-0.69033328
334.81179,0.35899279
344.19334,-0.81759968
325.16672,0.444817
336.89852,0.12907799
325.25693,-0.89197995
356.12363,0.174248
329.37,0.4244439
325.2222,1.121387
317.87457,-0.228916
326.0322,-0.342847
342.24496,0.58136226
322.75605,0.911432
354.60912,0.23899322
323.86153,0.420349
340.56511,0.028974
348.22367,0.74790772
341.37791,0.526805
355.30789,-0.566623
323.72647,-0.387285
322.30512,-0.575329
346.61522,-0.24427114
327.65075,0.215371
327.36466,0.130729
328.30313,1.168524
353.16007,1.2411131
353.59003,0.89904894
348.89992,1.2092752
358.5111,0.67582699
359.93872,0.051883
332.67154,0.96868
328.54206,0.62026871
340.28606,-0.369238
345.70488,0.93003393
339.96966,0.610018
340.66729,0.416921
349.89268,1.1265298
312.05346,-0.39077842
311.94649,0.90621937
310.53854,-0.39504772
335.79954,0.91708343
355.90357,0.956476
332.84336,0.97847985
348.75208,-0.13029848
355.10699,-0.19957
354.21448,-0.61354258
343.99063,1.1957876
342.2171,-0.474798
312.30591,0.76595
329.59691,0.56175752
316.58171,-0.411009
334.68754,-0.59979118
333.6502,0.15245187
353.53633,1.1690685
353.4114,-0.26649526
343.18698,0.98578572
352.67604,1.136326
321.10033,-0.017945237
340.69323,0.28832944
331.09684,-1.2147286
333.95167,0.64228519
342.97622,-0.385798
335.93966,0.48508134
353.12069,-1.1636852
324.16643,0.339634
358.17276,-1.035085
345.12963,-0.298088
351.82098,-0.450098
333.92053,-0.018301
350.46233,-0.4279184
340.74444,0.414887
319.36346,0.729306
331.4595,-0.427903
334.54701,-0.38607818
318.50461,-1.048883
338.34874,-0.74167795
323.60614,-0.307837
325.99524,-0.2910452
342.14265,0.714287
319.94959,-1.09566
328.74479,1.1376807
331.98802,0.83547426
328.20834,-0.581267
356.24872,-0.332298
316.38177,0.163323
353.04914,-0.28743675
321.18509,-0.036565081
327.4809,1.164235
322.73291,0.302598
356.71692,-0.666903
345.51116,1.2564866
349.9296,-1.255615
350.0686,0.069835
323.52919,0.3091121
352.44414,0.41784803
328.69883,-0.3517736
335.54217,-0.53189357
342.40009,-0.21750591
351.93846,0.33818901
353.60384,1.115699
316.63015,1.15158
316.09647,0.828663
321.14935,0.93119601
312.29101,0.9706891
334.03305,0.998709
325.64679,-0.785235
359.90105,-0.277996
324.77942,0.704284
320.28433,0.86830019
328.71109,1.187516
359.64887,-0.98066
320.72638,0.91589162
311.90631,-0.208119
343.17279,-0.23750672
335.63049,1.1678145
331.71201,-0.818712
322.16367,-0.204711
319.90547,1.0133896
335.68468,0.40030775
358.94215,0.83115684
312.90821,1.2105358
325.9921,1.1549891
322.21555,-1.0876431
343.79273,-0.26988623
332.03304,-0.27770785
323.44929,0.410216
354.83359,0.882759
313.88391,-1.1416414
329.76545,0.197389
322.63165,-0.648658
357.0645,-0.036553
343.92951,0.22498622
335.65212,1.0527934
336.22772,0.694611
355.9094,-0.071312207
335.92168,-0.10667395
319.08047,-0.087606363
333.30487,0.787006
315.8017,-0.854483
310.64081,0.567954
327.39111,1.1820826
334.83512,0.54354254
323.1196,0.80846835
318.77033,1.2097199
329.37824,-0.845902
333.57626,0.82058056
336.94063,-0.20851827
326.59391,0.873382
312.15846,-0.805138
349.1488,-0.15367186
318.08514,0.88808085
328.45069,0.610323
318.21532,0.030068
327.20618,0.290361
353.96575,-1.0381278
340.02022,-0.17397127
354.3007,0.039015149
318.71448,0.87082791
358.38843,0.75759791
332.35825,1.1926166
336.36042,-0.17100519
332.28866,0.94056503
341.29352,0.728176
336.55775,0.14882501
343.03314,-0.062666441
329.01202,0.715974
353.40335,-0.360034
316.22133,-0.800871
355.62533,-0.549891
330.72351,-0.317004
324.17143,0.079405
336.97534,-0.9018428
356.83536,-0.460661
328.46753,0.41825112
353.54497,-0.36069066
336.44042,0.27053908
327.30412,-0.156562
323.72107,-0.720018
334.80264,0.241672
341.61296,-0.555089
347.69049,-0.37022719
332.46986,-0.032640156
312.39323,-0.004372
323.04474,0.51692
355.14496,-0.206425
319.91364,0.81520183
341.50087,-0.9802
329.24604,0.103244
347.65418,1.1895473
355.55392,-0.397309
311.8845,-0.55383455
335.83173,-0.18305
353.97179,0.54011339
310.6243,0.8349039
342.89021,0.36435626
351.46243,-0.327787
335.59076,1.147083
317.69296,-0.35064495
316.75254,-0.664541
310.75564,-0.16471
322.80335,0.698856
329.95859,0.2421308
336.61776,0.53890355
354.96403,-0.356938
356.03727,0.24562683
358.21854,-0.767897
309.91193,0.732241
323.02315,0.408579
350.83884,-0.64430829
326.80489,0.196146
312.08552,-0.087834
330.21844,-0.215363
325.61308,-1.197735
315.63794,0.18726
317.41016,0.42516407
317.91104,0.391602
316.68744,1.022467
351.55618,1.2212948
342.63966,0.94127302
340.32372,1.0141706
324.48975,0.439889
336.23252,1.1030832
342.01531,0.219952
327.65007,-0.673816
323.21832,-0.512115
342.09905,0.31163962
325.22422,0.61511241
334.73331,-0.48012693
350.97659,0.48217209
317.79665,-0.295015
356.79614,0.276845
327.7709,-0.508045
319.60382,-0.975379
336.78898,-0.4769699
355.75877,0.283233
320.39275,0.95538923
329.6807,-0.53994951
335.24846,-0.27394996
317.75162,-0.40870042
316.67726,-1.1057386
338.27389,-0.66773371
324.01957,0.8138
357.44089,-0.312177
320.05655,0.399905
323.27066,1.025181
356.90362,-0.006101
350.78433,0.447095
331.00616,1.21387
334.44164,-0.75697051
319.3049,-0.487007
336.17885,0.97081236
311.91278,-0.64316
336.38491,-0.53612406
330.37732,0.54299208
309.98513,0.22962
341.28802,-0.563141
316.87529,0.492248
333.51204,1.163109
321.59923,-0.99760715
354.90381,-0.86750098
323.88054,0.550772
340.1485,-1.0046
335.45116,1.054295
358.70706,-0.106923
354.50348,0.395346
357.92302,0.95667595
317.76749,0.361803
320.98683,0.2243734
339.44391,0.078063
310.28751,-0.060106
355.20309,-0.108879
319.44595,0.026041284
355.85639,-0.591335
314.83569,0.009264321
334.96108,0.35558223
342.87458,0.34879186
338.8932,-1.2405482
342.12133,0.76423483
331.32827,0.47993953
323.50856,-0.706811
342.06362,0.78983118
336.55387,0.36023495
327.35446,1.081211
325.91501,-0.012517
331.95414,0.33060336
310.38703,-0.684007
352.3031,0.684259
327.36913,0.56456
340.06621,0.703608
341.52309,-0.366326
335.73793,0.55573038
336.66762,-0.80794753
336.06802,0.95236169
354.62573,0.93296374
320.74288,-1.1307628
341.49975,-0.301545
335.40211,1.0999522
309.81583,0.70418292
316.47764,0.9672503
357.14486,0.33584286
327.42373,0.909542
335.70434,-0.48791334
323.41922,0.630898
314.10828,-0.236366
351.51854,-0.056968918
310.50104,0.288008
339.89599,0.857338
353.19038,-0.83066299
328.22676,1.1332145
335.93307,0.046664727
327.35681,0.048119332
317.40656,0.791574
310.41907,0.80089378
356.22155,-0.227027
319.63876,0.151397
321.05501,0.85102378
354.82163,-0.296993
323.93924,-0.640097
336.46378,-0.77362767
336.57337,0.3415471
336.42696,-0.61894959
317.39101,0.13752
336.15831,0.53740043
329.13238,0.55342
316.25015,0.352761
333.55321,0.72021724
355.79809,0.40983419
349.96258,0.442209
351.89148,-0.45192933
339.23364,0.710413
334.15621,-0.81707206
335.83982,-0.47132842
334.3866,0.65041116
326.83821,0.473256
333.66249,0.68536261
328.70465,0.480875
316.13295,-0.192002
327.84026,0.803578
312.74115,-0.43151522
326.50458,0.261637
333.87596,-0.52130216
355.56079,-0.648843
309.92335,0.908879
341.21576,0.219159
333.52011,0.93359269
325.94589,0.29456615
310.32433,0.12713
325.96976,0.093821209
341.82254,-0.63384
316.19129,0.84351
342.00879,-0.63623785
333.82792,0.36735052
324.20762,1.0695975
314.99706,-0.031539621
352.8371,0.901135
322.55246,-1.022322
331.31851,-0.12687114
317.12059,-0.113593
336.18482,0.84788362
355.50345,0.72576
320.81676,-0.088915457
335.9496,-0.7026984
332.48063,0.5514292
334.81604,-0.93577694
352.51294,-0.22239
353.90909,0.72479059
348.13499,1.1340586
355.26132,0.48686
321.97724,0.227219
314.40234,-0.281004
354.93739,-0.401706
312.02313,0.068343
328.11415,-0.481524
355.23615,0.791831
317.60248,-1.050731
332.81535,-0.99124588
329.63412,0.005153
354.19898,-0.751798
339.20112,0.87539891
339.89482,0.630587
323.12841,1.1566685
326.66253,1.0195461
331.18601,1.212211
317.26616,-0.494404
342.5928,-0.14570598
315.11224,-0.465744
332.81455,-1.19257
336.27922,0.54261749
359.92853,0.523201
333.46798,-1.0889995
310.10179,0.733936
325.32139,-0.472403
357.29951,0.82422547
340.63423,0.011417771
324.48359,-0.26763589
312.00607,0.052916
310.91043,0.405737
310.63925,-1.229175
352.60894,-0.14955606
312.71407,0.9533622
331.16098,0.54424778
335.48224,-0.20854669
345.14389,1.0231713
309.84436,0.406584
349.33184,-0.85355353
326.6414,0.016474
344.27375,-0.62322563
311.1407,-0.6708184
340.36121,-0.761811
320.2458,1.118161
320.03259,1.2274365
354.34756,-0.68192909
356.11251,1.218058
321.3654,0.12053781
356.31688,0.948168
349.62111,1.2133669
332.90914,1.02727
318.7537,0.90745645
346.47624,0.63368101
309.52344,0.47000486
341.85179,-0.599658
343.01112,0.40398901
322.65759,-1.0227866
310.49886,-1.1819298
313.59665,0.86024612
318.24483,-0.179104
352.69844,0.0061640002
340.75201,1.102203
330.44515,-0.23759281
332.16487,1.147767
335.91159,0.411296
357.23329,-0.396535
354.47432,-0.35356509
357.84755,0.88017562
318.72885,-0.641138
329.39379,0.76564462
354.36746,0.634979
359.67289,0.31709343
336.22553,-0.23214896
352.37626,0.46288143
355.63849,-0.300433
330.31399,1.046474
349.22901,-1.2038896
354.55868,0.30448546
319.65409,-1.0652805
353.30142,1.2069446
354.01202,0.201312
341.78049,1.016243
335.2655,-1.0528501
332.0587,1.2439217
333.4581,-0.65701372
334.7067,-1.1430441
356.77689,-0.93463465
318.85437,1.0287746
310.69212,0.888689
342.85579,-0.59586698
316.27734,-0.114092
329.21823,0.168863
335.83777,0.701267
343.80037,0.14113941
336.651,-0.52800787
329.04843,-0.077993
336.97177,0.56424803
345.7169,-1.1148492
309.77152,0.214783
324.26181,0.424744
326.42316,1.050784
310.22518,0.935135
359.69092,1.1617019
321.56647,0.039158
357.03458,-0.41546
315.74851,-1.0207766
311.73676,0.15689
322.27178,0.58739651
309.50891,-0.930308
330.29211,-1.2115907
336.64573,-0.65701277
309.50137,0.17860512
319.49667,-0.16670151
328.49556,-1.203519
340.04584,-0.866234
334.6741,0.92998506
329.5803,0.15268806
327.36694,-1.0220862
354.32146,0.3518062
351.43759,-1.228908
335.85217,-1.2144539
332.98921,0.91171792
331.7411,0.71810232
352.2038,-0.028911
358.42658,-0.732867
331.66489,-0.39030398
332.75818,0.96400124
337.62667,1.1133218
344.27872,0.43623184
358.13502,-0.24985928
335.27072,0.48508847
336.4613,0.72915601
339.50213,-0.93508869
354.84906,-0.35261906
327.34823,0.809721
337.07346,0.23455009
331.20105,-0.000801
334.3076,0.25454601
342.26272,0.96131437
346.67149,0.77207946
340.67853,-0.505373
324.02957,-0.697623
341.29625,0.35544
316.57653,-1.025521
348.86154,-0.141953
334.04484,-0.65760607
319.96854,0.99751457
344.14528,0.2466
335.98952,0.4503794
355.65888,-0.073393
359.78383,0.92944557
356.90015,-0.436029
334.39648,-0.10100523
318.78957,0.93133139
340.64968,0.72702
319.51273,0.322728
332.56746,1.0331533
317.32843,0.2807622
356.18868,0.16669059
310.20416,0.978191
316.21487,-0.967462
330.51926,0.774022
324.69059,0.68592715
332.38104,0.10120826
312.70517,0.30002749
316.60679,-0.858628
318.60829,0.567793
325.30704,-1.179596
340.31444,0.904552
333.85654,1.13819
329.80209,-1.0716685
355.68541,0.997825
328.33159,-1.069838
340.76043,1.116622
339.74554,0.910371
324.91752,0.059501
334.54437,0.025382852
335.91662,0.63446491
329.35407,0.000772
340.34239,-0.510927
350.23709,-1.1825504
343.53721,-1.2318183
335.31137,0.92013913
310.00717,-0.717164
340.41066,0.809248
321.79113,0.35329103
334.90496,-0.53923628
332.57351,-0.20096071
329.17848,0.455622
328.85726,1.1070093
335.89525,1.030346
356.90919,0.27879672
352.43884,0.38807804
359.40964,-0.126482
325.48921,-0.855128
350.37351,-0.421139
331.09861,-0.66373217
318.71323,-0.87689
313.40741,-1.093353
327.30204,0.17523111
326.2672,0.61879014
341.60682,1.0517707
335.23213,1.2396302
314.43357,0.472429
354.32819,0.86269
356.24268,-0.398748
310.76998,0.084063919
342.14797,-0.31199517
335.10439,0.41013612
347.25045,-0.73005178
315.35111,-1.0514063
341.69175,-0.965853
342.38466,0.75540456
355.53702,0.798426
322.20702,-0.409502
336.32623,0.50222091
356.49554,0.82275736
337.57228,-0.7595936
318.94351,1.044692
310.76164,-0.227508
312.37036,-0.98409784
334.78914,0.84311668
328.8775,-0.679236
312.08432,0.25195312
310.83758,-0.303609
337.97369,1.2391621
359.84,0.42265
343.73718,-0.12613202
334.32975,0.11956319
339.88641,0.664478
324.80782,0.277049
359.03722,-1.0562007
322.64174,0.818839
322.24151,-0.34575808
336.05395,0.18940653
320.60532,0.858892
310.12789,-0.306811
340.4407,0.076758
335.37596,0.10474837
343.43834,0.11934788
323.28972,0.18954432
358.45221,-1.167234
348.16202,1.025949
355.13313,-1.06946
316.79788,-1.243988
316.98653,-1.146104
336.31547,-1.0970156
328.85839,-0.961223
355.74518,-0.77105
321.89056,-0.77038705
358.013,-0.888108
314.80011,0.446803
323.44144,-0.631293
336.82196,-0.70443007
352.16276,-0.46650065
354.42158,-0.2938045
325.56826,-0.344829
341.1789,1.110371
322.7139,-0.712672
327.46222,0.597479
312.16104,-0.177541
331.58175,1.1775346
329.61163,0.23123
356.44998,0.875904
343.76887,0.64194207
312.9164,0.0030609931
310.99889,0.57247053
340.80779,0.767302
326.32376,0.22104
317.18892,0.668356
322.04688,-0.018392
352.24402,0.4604
321.48347,0.7231396
341.67238,0.92741102
316.43859,-1.103775
328.6076,-0.384036
336.35874,0.051011586
317.62572,0.958149
323.31453,0.021736
317.34625,-0.41272948
